name	titles	function	steno_name	sex	party	birthdate	web_page
Miloš Babiš		Poslanec	Poslanec Miloš Babiš	Man	ANO2011	1960-05-12	/sqw/detail.sqw?id=6151
Marek Ženíšek	PhDr. Ph.D.	Poslanec	Poslanec Marek Ženíšek	Man	TOP09	1978-11-26	/sqw/detail.sqw?id=6154
Milan Šarapatka	Ing. Mgr. Ph.D.	Poslanec	Poslanec Milan Šarapatka	Man	Úsvit	1955-12-05	/sqw/detail.sqw?id=6145
Jiří Junek	Mgr.	Poslanec	Poslanec Jiří Junek	Man	KDU-ČSL	1973-11-25	/sqw/detail.sqw?id=6204
Stanislav Berkovec	Mgr.	Poslanec	Poslanec Stanislav Berkovec	Man	ANO2011	1956-05-31	/sqw/detail.sqw?id=6143
Jiří Petrů	Ing.	Poslanec	Poslanec Jiří Petrů	Man	ČSSD	1956-08-17	/sqw/detail.sqw?id=5487
Ivo Pojezný	Mgr.	Poslanec	Poslanec Ivo Pojezný	Man	KSČM	1961-05-21	/sqw/detail.sqw?id=6233
František Adámek	Bc.	Poslanec	Poslanec František Adámek	Man	ČSSD	1955-02-25	/sqw/detail.sqw?id=467
Kristýna Zelienková	Ing.	Poslankyně	Poslankyně Kristýna Zelienková	Woman	ANO2011	1974-08-06	/sqw/detail.sqw?id=6156
Josef Vozdecký	Ing.	Poslanec	Poslanec Josef Vozdecký	Man	ANO2011	1945-01-22	/sqw/detail.sqw?id=6163
Stanislav Pfléger		Poslanec	Poslanec Stanislav Pfléger	Man	ANO2011	1958-05-14	/sqw/detail.sqw?id=6230
Pavel Čihák	Ing.	Poslanec	Poslanec Pavel Čihák	Man	ANO2011	1960-01-22	/sqw/detail.sqw?id=6187
Pavel Ploc		Poslanec	Poslanec Pavel Ploc	Man	ČSSD	1964-06-15	/sqw/detail.sqw?id=5490
Pavlína Nytrová	Ing.	Poslankyně	Poslankyně Pavlína Nytrová	Woman	ČSSD	1968-03-06	/sqw/detail.sqw?id=6173
Lubomír Toufar	Ing.	Poslanec	Poslanec Lubomír Toufar	Man	ČSSD	1954-03-26	/sqw/detail.sqw?id=6239
Miloslava Vostrá	Ing.	Poslankyně	Poslankyně Miloslava Vostrá	Woman	KSČM	1965-05-26	/sqw/detail.sqw?id=5268
Petr Bratský	Ing.	Senátor	Senátor Petr Bratský	Man	ODS	1955-04-08	/sqw/detail.sqw?id=5256
Jaroslav Zeman		Senátor	Senátor Jaroslav Zeman	Man	ČSSD	1959-03-23	/sqw/detail.sqw?id=6111
Ladislav Okleštěk		Poslanec	Poslanec Ladislav Okleštěk	Man	ANO2011	1961-03-10	/sqw/detail.sqw?id=6172
Vít Kaňkovský	MUDr.	Poslanec	Poslanec Vít Kaňkovský	Man	KDU-ČSL	1970-02-05	/sqw/detail.sqw?id=6207
Vlasta Bohdalová	Mgr.	Poslankyně	Poslankyně Vlasta Bohdalová	Woman	ČSSD	1957-09-18	/sqw/detail.sqw?id=5447
Jiří Zemánek	Mgr.	Poslanec	Poslanec Jiří Zemánek	Man	ČSSD	1965-01-03	/sqw/detail.sqw?id=5987
Ivana Dobešová	PaedDr.	Poslankyně	Poslankyně Ivana Dobešová	Woman	ANO2011	1960-07-12	/sqw/detail.sqw?id=6189
Miroslav Nenutil	Mgr.	Senátor	Senátor Miroslav Nenutil	Man	ČSSD	1957-11-06	/sqw/detail.sqw?id=5780
Marie Pěnčíková	Ing.	Poslankyně	Poslankyně Marie Pěnčíková	Woman	KSČM	1979-12-31	/sqw/detail.sqw?id=6228
Josef Uhlík	Ing.	Poslanec	Poslanec Josef Uhlík	Man	KDU-ČSL	1963-02-17	/sqw/detail.sqw?id=6170
Vladislav Vilímec	Ing.	Poslanec	Poslanec Vladislav Vilímec	Man	ODS	1963-06-05	/sqw/detail.sqw?id=5520
Martin Plíšek	Mgr.	Poslanec	Poslanec Martin Plíšek	Man	TOP09	1974-11-11	/sqw/detail.sqw?id=6280
Pavel Volčík	MUDr.	Poslanec	Poslanec Pavel Volčík	Man	ANO2011	1950-09-07	/sqw/detail.sqw?id=6167
Pavel Antonín	MUDr.	Poslanec	Poslanec Pavel Antonín	Man	Úsvit	1962-06-05	/sqw/detail.sqw?id=5891
Markéta Wernerová	Ing.	Poslankyně	Poslankyně Markéta Wernerová	Woman	ČSSD	1983-08-02	/sqw/detail.sqw?id=6160
Karel Korytář	Ing.	Senátor	Senátor Karel Korytář	Man	ČSSD	1949-10-09	/sqw/detail.sqw?id=5647
Alena Gajdůšková	PaedDr.	Senátorka	Senátorka Alena Gajdůšková	Woman	ČSSD	1954-04-15	/sqw/detail.sqw?id=5703
Petr Vícha	Ing.	Senátor	Senátor Petr Vícha	Man	ČSSD	1963-09-25	/sqw/detail.sqw?id=5761
Milada Halíková	PaedDr.	Poslankyně	Poslankyně Milada Halíková	Woman	KSČM	1950-01-06	/sqw/detail.sqw?id=5461
Miroslava Strnadlová		Poslankyně	Poslankyně Miroslava Strnadlová	Woman	ČSSD	1954-11-20	/sqw/detail.sqw?id=5999
Zdeněk Syblík	Bc.	Poslanec	Poslanec Zdeněk Syblík	Man	ČSSD	1956-05-07	/sqw/detail.sqw?id=6284
Leo Luzar	Ing. et Ing.	Poslanec	Poslanec Leo Luzar	Man	KSČM	1964-12-06	/sqw/detail.sqw?id=6279
Jiří Holeček	Bc.	Poslanec	Poslanec Jiří Holeček	Man	ANO2011	1964-12-06	/sqw/detail.sqw?id=6196
Karla Šlechtová		Ministryně pro místní rozvoj ČR	Ministryně pro místní rozvoj ČR Karla Šlechtová	Woman	ANO2011	1977-05-22	http://www.vlada.cz/cz/clenove-vlady/karla-slechtova-123323/
Pavel Havíř	MUDr.	Poslanec	Poslanec Pavel Havíř	Man	ČSSD	1955-02-21	/sqw/detail.sqw?id=6194
Pavel Eybert	Mgr.	Senátor	Senátor Pavel Eybert	Man	ODS	1949-09-20	/sqw/detail.sqw?id=5594
Jana Lorencová		Poslankyně	Poslankyně Jana Lorencová	Woman	ANO2011	1940-04-02	/sqw/detail.sqw?id=6219
Josef Táborský	Ing.	Senátor	Senátor Josef Táborský	Man	ČSSD	1951-09-23	/sqw/detail.sqw?id=6050
Petr Šilar	Ing.	Senátor	Senátor Petr Šilar	Man	KDU-ČSL	1956-05-16	/sqw/detail.sqw?id=6049
Veronika Vrecionová	Ing.	Senátorka	Senátorka Veronika Vrecionová	Woman	ODS	1965-09-08	/sqw/detail.sqw?id=6052
Josef Kott	Ing.	Poslanec	Poslanec Josef Kott	Man	ANO2011	1970-11-15	/sqw/detail.sqw?id=6246
Petr Gawlas		Senátor	Senátor Petr Gawlas	Man	ČSSD	1962-01-26	/sqw/detail.sqw?id=6043
František Bublan	Mgr.	Senátor	Senátor František Bublan	Man	ČSSD	1951-01-13	/sqw/detail.sqw?id=5383
Dan Ťok		Ministr dopravy ČR	Ministr dopravy ČR Dan Ťok	Man	ANO2011	1959-04-04	http://www.vlada.cz/cz/clenove-vlady/dan-tok-125109/
Miloš Vystrčil	RNDr.	Senátor	Senátor Miloš Vystrčil	Man	ODS	1960-10-08	/sqw/detail.sqw?id=4775
Jan Žaloudík	prof. MUDr. CSc.	Senátor	Senátor Jan Žaloudík	Man	NOPARTY	1954-08-07	/sqw/detail.sqw?id=6010
Vladimír Plaček	MUDr. Mgr.	Senátor	Senátor Vladimír Plaček	Man	ČSSD	1965-05-29	/sqw/detail.sqw?id=5209
Pavel Štohl	Ing.	Senátor	Senátor Pavel Štohl	Man	ČSSD	1960-03-14	/sqw/detail.sqw?id=6310
Karel Kratochvíle	Ing.	Senátor	Senátor Karel Kratochvíle	Man	ČSSD	1958-04-27	/sqw/detail.sqw?id=5385
Radko Martínek	Mgr.	Senátor	Senátor Radko Martínek	Man	ČSSD	1956-06-06	/sqw/detail.sqw?id=396
Zuzana Šánová	Ing.	Poslankyně	Poslankyně Zuzana Šánová	Woman	ANO2011	1959-05-24	/sqw/detail.sqw?id=6288
Robert Pelikán		Ministr spravedlnosti ČR	Ministr spravedlnosti ČR Robert Pelikán	Man	ANO2011	1979-10-18	http://www.vlada.cz/cz/clenove-vlady/robert-pelikan-127618/
Jitka Seitlová	RNDr.	Senátorka	Senátorka Jitka Seitlová	Woman	KDU-ČSL	1954-04-17	/sqw/detail.sqw?id=5644
Miloš Zeman	Ing.	Prezident České republiky	Prezident České republiky Miloš Zeman	Man	SPOZ	1944-09-28	/sqw/detail.sqw?id=253
Roman Procházka	Ing.	Poslanec	Poslanec Roman Procházka	Man	ANO2011	1968-11-23	/sqw/detail.sqw?id=6235
Milan Brázdil	MUDr.	Poslanec	Poslanec Milan Brázdil	Man	ANO2011	1962-11-05	/sqw/detail.sqw?id=6185
Milada Emmerová	doc. MUDr. CSc.	Senátorka	Senátorka Milada Emmerová	Woman	ČSSD	1944-11-04	/sqw/detail.sqw?id=211
Ivo Valenta		Senátor	Senátor Ivo Valenta	Man	NOPARTY	1956-08-03	/sqw/detail.sqw?id=6312
Jan Hajda	Ing.	Senátor	Senátor Jan Hajda	Man	ČSSD	1949-10-22	/sqw/detail.sqw?id=5756
Jan Sedláček		Poslanec	Poslanec Jan Sedláček	Man	ČSSD	1979-06-08	/sqw/detail.sqw?id=6226
Pavla Golasowská	Mgr. Bc. DiS.	Poslankyně	Poslankyně Pavla Golasowská	Woman	KDU-ČSL	1964-05-18	/sqw/detail.sqw?id=6292
Vlastimil Gabrhel	Ing.	Poslanec	Poslanec Vlastimil Gabrhel	Man	ČSSD	1978-04-26	/sqw/detail.sqw?id=6268
Jiří Čunek		Senátor	Senátor Jiří Čunek	Man	KDU-ČSL	1959-02-22	/sqw/detail.sqw?id=5557
Jiří Oberfalzer		Senátor	Senátor Jiří Oberfalzer	Man	ODS	1954-01-17	/sqw/detail.sqw?id=5727
Miloslava Rutová	Mgr.	Poslankyně	Poslankyně Miloslava Rutová	Woman	ANO2011	1947-11-10	/sqw/detail.sqw?id=6379
Miroslav Antl	JUDr.	Senátor	Senátor Miroslav Antl	Man	NOPARTY	1955-02-21	/sqw/detail.sqw?id=5793
Jiří Šesták	Mgr.	Senátor	Senátor Jiří Šesták	Man	ODS	1956-11-03	/sqw/detail.sqw?id=6108
Martin Tesařík	Ing.	Senátor	Senátor Martin Tesařík	Man	ČSSD	1954-07-06	/sqw/detail.sqw?id=5514
František Bradáč	Ing.	Senátor	Senátor František Bradáč	Man	KDU-ČSL	1956-08-28	/sqw/detail.sqw?id=6297
Ivana Cabrnochová		Senátorka	Senátorka Ivana Cabrnochová	Woman	SZ	1974-08-25	/sqw/detail.sqw?id=6299
Eliška Wagnerová	JUDr. Ph.D.	Senátorka	Senátorka Eliška Wagnerová	Woman	SZ	1948-09-07	/sqw/detail.sqw?id=6110
Richard Dolejš		Poslanec	Poslanec Richard Dolejš	Man	KSČM	1959-03-09	/sqw/detail.sqw?id=5456
František Petrtýl	Ing.	Poslanec	Poslanec František Petrtýl	Man	ANO2011	1959-03-09	/sqw/detail.sqw?id=6409
Peter Koliba	doc. MUDr. CSc.	Senátor	Senátor Peter Koliba	Man	ANO2011	1953-07-15	/sqw/detail.sqw?id=6304
Jan Skopeček	Ing. et Ing.	Poslanec	Poslanec Jan Skopeček	Man	ODS	1980-10-21	/sqw/detail.sqw?id=6418
Jaroslav Malý	prof. MUDr. CSc.	Senátor	Senátor Jaroslav Malý	Man	ČSSD	1946-12-08	/sqw/detail.sqw?id=6307
Jiří Růžička	Mgr.	Senátor	Senátor Jiří Růžička	Man	TOP09	1948-05-12	/sqw/detail.sqw?id=6404
Václav Chaloupek	Mgr.	Senátor	Senátor Václav Chaloupek	Man	OPAT	1949-05-21	/sqw/detail.sqw?id=6397
Zdeněk Papoušek	PhDr.	Senátor	Senátor Zdeněk Papoušek	Man	KDU-ČSL	1956-12-10	/sqw/detail.sqw?id=6308
Andrej Babiš	Ing.	Poslanec	Poslanec Andrej Babiš	Man	ANO2011	1954-09-02	/sqw/detail.sqw?id=6150
Anna Hubáčková	Ing. Bc.	Senátorka	Senátorka Anna Hubáčková	Woman	KDU-ČSL	1957-09-06	/sqw/detail.sqw?id=6396

